1	32
2	10
2	8
3	10
3	32
5	32
6	32
7	32
8	8
8	32
9	1
9	8
10	32
11	32
12	32
13	32
13	33
14	32
15	32
17	8
17	1
16	32
19	32
18	8
21	18
21	1
20	32
20	8
23	32
22	32
25	8
24	9
27	33
26	8
29	32
28	32
31	9
30	32
34	9
35	9
32	1
33	10
33	9
38	1
39	7
39	21
36	10
36	9
37	10
37	9
42	32
43	10
40	32
41	10
46	9
47	32
44	32
45	4
50	1
49	10
48	9
55	32
55	1
54	8
54	9
53	12
53	1
52	10
52	9
59	1
59	9
58	33
57	10
57	9
56	9
63	9
62	32
61	9
60	10
68	9
69	9
70	9
71	9
64	8
65	32
65	33
66	32
67	32
76	32
77	9
78	24
78	9
79	8
79	32
72	8
73	41
74	32
75	8
75	32
85	9
84	9
87	33
86	32
81	32
81	33
80	6
80	1
83	9
83	8
82	8
93	9
92	32
95	9
94	9
89	9
88	9
91	8
91	9
90	9
103	1
100	8
100	32
98	9
99	33
96	9
97	32
97	8
111	32
108	32
109	8
109	32
106	8
105	9
119	9
117	32
116	16
115	10
114	2
114	32
113	9
112	8
112	32
127	9
126	32
125	32
123	8
123	32
121	10
120	8
137	9
138	9
141	32
141	8
140	10
143	10
143	9
129	32
128	1
128	9
131	9
130	7
130	21
133	9
132	9
135	10
134	32
152	10
152	9
154	8
155	9
156	32
157	9
158	32
159	8
159	32
144	24
144	1
145	10
146	32
147	8
147	9
148	1
148	9
149	8
149	32
150	8
150	32
151	32
171	8
170	9
168	8
168	32
175	2
175	9
173	10
173	32
172	32
163	8
163	33
162	32
161	9
160	9
167	9
165	10
164	32
186	1
184	2
184	32
190	9
188	9
189	1
189	9
178	1
178	32
179	9
176	8
176	32
177	32
183	1
180	9
181	8
181	32
205	9
204	3
204	32
207	8
207	32
206	8
206	32
201	9
203	32
202	9
197	9
196	9
199	8
199	9
198	9
193	33
193	32
192	10
192	9
195	10
194	9
220	9
221	32
222	32
223	9
216	32
217	32
217	8
218	8
218	32
219	8
219	32
212	9
214	9
215	9
208	9
209	32
239	9
238	32
237	32
234	9
232	21
231	1
230	9
229	32
228	8
228	32
227	32
226	32
225	8
225	32
224	32
254	9
255	2
252	32
253	10
253	9
250	10
248	9
249	8
249	32
246	9
247	9
244	9
242	1
243	8
243	32
240	8
240	32
241	32
258	4
256	8
256	32
257	32
262	32
263	2
260	8
260	32
261	9
266	1
266	4
267	10
264	2
270	9
270	10
271	10
268	9
269	1
269	17
