1	7
1	10
1	12
2	11
2	7
3	7
4	1
5	10
6	1
6	10
7	11
7	7
8	7
9	10
10	10
10	7
11	10
11	7
12	10
13	11
13	10
13	7
14	10
17	10
17	9
16	10
19	10
19	7
18	7
18	10
21	10
20	18
20	16
23	7
22	9
22	7
22	10
25	10
25	7
24	7
27	37
26	3
26	5
26	1
29	10
29	7
28	1
28	7
31	1
31	3
30	7
34	10
34	7
34	1
35	13
35	7
32	1
32	3
32	9
33	1
38	7
38	21
38	29
38	1
38	3
39	11
39	7
36	10
36	7
37	5
37	1
42	1
43	11
43	10
43	7
40	7
40	9
41	7
41	14
46	11
46	1
47	37
47	9
44	11
44	10
44	9
45	1
45	10
45	9
51	10
50	10
50	9
49	10
49	9
48	10
48	7
55	10
54	11
54	1
54	3
53	10
53	9
52	10
52	7
52	3
59	9
59	10
59	1
58	10
57	10
57	9
56	10
56	1
63	11
63	10
63	1
62	4
62	12
61	10
61	7
60	9
60	10
68	11
68	1
69	7
70	29
70	26
71	1
71	3
64	12
64	10
64	3
64	9
65	1
65	3
66	7
67	1
76	1
77	1
77	3
78	10
78	9
79	13
79	36
79	1
72	7
73	3
73	1
74	1
75	7
75	10
85	11
85	10
85	7
84	5
84	7
84	1
87	10
87	7
87	9
86	1
86	7
86	10
81	10
81	9
80	9
80	7
83	10
83	12
82	1
93	36
93	7
92	5
92	7
92	3
95	11
95	7
95	9
94	13
94	1
89	7
88	10
88	9
91	31
91	12
90	7
102	7
103	4
103	1
100	12
100	1
100	3
101	10
101	9
98	35
98	29
98	30
99	35
99	29
96	7
97	13
97	7
110	11
110	1
110	10
111	1
108	10
108	7
108	1
109	11
109	7
109	9
106	7
106	10
107	7
104	11
104	10
104	7
105	4
105	1
119	10
119	1
119	9
118	10
118	14
117	10
117	1
117	9
116	10
115	5
115	1
114	10
114	12
113	10
113	11
113	7
112	10
127	9
126	10
126	9
125	14
125	9
124	1
124	9
123	13
123	1
122	10
122	7
121	10
120	11
120	10
137	1
136	11
138	10
141	5
141	10
141	7
143	7
142	1
142	3
129	11
129	10
128	11
128	1
128	9
131	1
130	1
133	10
133	1
132	11
132	7
135	11
135	9
134	11
152	10
153	37
153	7
153	10
154	11
154	1
155	1
156	12
156	1
158	11
158	7
158	1
159	10
159	16
144	10
144	9
145	12
145	1
146	7
147	10
148	7
149	10
150	13
150	1
151	7
151	10
171	10
171	7
171	8
170	12
170	1
169	11
169	7
168	5
168	1
175	11
175	9
174	7
174	1
173	8
173	7
172	19
163	37
163	7
163	9
162	10
161	1
160	21
160	7
167	11
166	11
165	7
164	1
164	3
186	1
187	10
187	7
184	11
185	1
190	1
190	10
191	10
191	7
188	37
189	10
189	7
178	11
178	1
179	7
179	9
176	1
177	11
182	11
182	1
183	11
183	1
180	11
180	7
205	36
205	3
204	1
204	10
207	29
207	26
207	31
206	14
201	1
200	10
200	9
203	10
203	9
202	1
202	9
197	12
196	36
199	5
199	7
199	3
198	10
198	7
193	11
193	1
192	11
192	1
195	7
194	11
194	7
220	7
220	1
220	3
221	14
222	1
223	11
223	1
223	7
216	11
216	9
218	11
218	7
219	11
219	1
212	1
213	10
213	9
214	11
215	1
208	21
208	16
208	25
209	37
210	11
210	10
210	7
211	1
239	7
238	11
236	11
236	3
235	1
234	10
234	9
233	10
233	11
232	1
232	16
231	11
231	1
230	1
229	7
228	1
227	11
227	7
226	11
226	4
225	11
225	1
224	7
224	1
254	1
255	13
255	1
255	10
252	1
252	3
253	11
253	1
253	3
250	37
250	1
251	1
251	37
248	12
248	1
249	10
249	14
247	13
247	1
244	1
242	37
242	1
243	37
243	9
240	37
240	9
241	37
275	7
275	12
274	7
274	1
273	9
272	10
272	3
277	1
276	11
283	10
283	9
282	1
281	1
280	1
287	9
287	1
286	3
285	10
285	7
284	3
258	12
258	10
259	1
259	9
256	1
257	10
257	7
262	1
263	10
260	11
260	1
260	12
261	12
266	6
266	1
266	9
267	10
267	7
264	1
265	1
270	1
270	37
271	11
271	1
271	35
268	1
269	1
305	10
305	9
304	1
307	1
306	10
306	9
309	4
309	1
308	7
308	1
311	1
310	11
310	1
310	3
313	11
313	10
313	9
312	21
312	16
315	3
314	10
314	9
317	4
319	1
319	37
288	11
288	10
288	1
289	11
289	1
289	9
289	10
290	1
291	1
292	1
293	1
294	13
294	1
294	3
295	11
295	1
296	1
296	10
297	10
297	1
298	36
298	10
298	3
299	37
300	1
301	11
301	7
302	11
302	4
303	1
343	3
342	1
341	37
341	1
341	7
340	37
340	1
340	7
339	11
339	1
338	1
338	3
337	11
337	1
336	10
350	1
349	1
348	1
347	10
347	1
346	10
346	1
345	9
344	10
344	1
326	1
327	37
327	36
327	1
324	1
325	11
325	1
322	3
322	7
323	7
323	9
320	1
321	11
321	1
334	11
334	1
335	1
332	7
333	9
330	10
330	9
331	7
331	9
328	7
328	1
329	1
373	7
372	10
375	1
374	25
369	13
369	1
368	1
368	3
371	7
370	1
381	11
381	7
381	37
380	1
380	9
383	11
383	1
382	9
377	7
376	11
376	1
379	1
378	8
378	10
378	7
357	11
357	3
358	1
358	9
359	1
352	7
353	7
354	11
354	1
355	7
355	1
364	16
364	21
365	7
366	6
366	1
367	3
367	7
367	9
360	1
361	1
362	1
410	1
411	7
408	1
408	9
409	1
415	1
412	1
413	3
403	1
400	9
401	16
401	1
406	1
406	9
407	1
404	1
395	1
393	1
392	1
399	10
399	1
399	3
399	9
398	11
398	1
398	9
397	7
397	9
396	33
396	26
396	29
386	7
384	7
384	14
391	7
391	9
390	9
389	11
388	22
388	16
388	21
440	1
441	1
442	9
443	1
444	1
446	1
447	7
433	1
434	1
435	9
436	7
437	9
438	7
438	37
425	1
424	1
426	4
429	3
428	4
431	7
430	1
416	3
419	1
418	3
421	1
420	1
423	7
422	9
478	1
479	9
476	1
477	3
473	25
470	3
470	37
471	7
468	3
469	1
466	37
467	7
464	7
465	7
463	1
463	9
462	9
461	21
460	9
459	25
458	1
456	7
455	7
454	7
453	1
452	9
451	37
449	1
448	25
508	7
508	8
509	30
510	7
510	21
511	7
504	37
505	7
507	37
500	7
500	37
502	7
503	1
496	1
497	1
498	9
492	7
495	7
494	7
489	7
488	1
491	22
491	25
490	1
485	1
484	7
487	1
486	1
481	9
480	7
482	9
516	4
517	2
518	3
519	4
513	18
513	19
513	25
514	26
515	7
525	18
526	3
527	7
520	4
521	1
522	7
523	4
529	7
528	3
528	7
531	2
531	3
530	3
