1	1
1	2
2	8
3	3
3	1
4	1
4	10
5	9
5	1
6	1
6	10
7	1
7	10
8	12
9	9
10	1
11	3
11	1
12	10
13	3
15	8
15	1
15	10
17	1
16	1
19	10
18	10
18	12
20	1
20	9
23	8
23	1
22	10
22	1
27	1
27	10
26	10
29	10
29	9
31	11
30	8
34	1
34	10
35	1
35	10
32	12
33	1
38	3
38	1
39	1
36	1
37	1
42	1
43	12
40	1
41	1
46	1
47	1
44	1
49	1
49	9
48	1
55	1
54	8
53	8
53	1
52	1
59	10
58	1
57	2
57	5
63	1
63	10
62	11
62	1
61	2
60	3
68	1
69	3
69	1
70	9
70	2
71	2
64	2
64	9
65	1
66	2
66	9
67	2
67	1
76	3
76	1
78	1
78	10
79	1
72	8
72	10
73	1
74	4
75	1
75	10
85	1
85	10
87	12
86	2
81	1
80	3
80	2
83	3
83	1
93	9
93	1
93	10
92	2
92	11
89	2
88	10
88	1
90	8
90	1
102	10
100	3
98	2
98	1
99	1
96	1
97	1
110	8
111	10
111	1
108	10
109	12
106	10
107	2
104	9
105	1
119	10
118	1
117	8
117	1
116	1
115	3
114	1
113	10
126	10
125	9
124	1
124	10
122	9
122	10
121	12
121	1
137	9
139	10
138	6
138	5
141	10
141	1
140	2
143	3
142	12
142	1
129	5
130	5
133	2
132	9
135	8
135	5
134	9
134	5
152	3
153	1
153	10
154	11
155	11
156	1
156	10
157	1
158	3
159	10
144	10
145	10
146	10
147	10
148	1
149	3
150	8
150	9
171	10
170	10
169	10
168	1
172	1
162	1
161	1
160	9
166	3
166	10
164	9
164	10
164	3
